channel,rate,seed,query_count,matched_prefix_query_count,evidence_recall,feasible_rate,penalized_admissibility_upper_risk,infeasibility_risk_component,admissibility_conditional_risk_component,matched_prefix_wrong_scope_exposure_rate,returned_wrong_scope_rate,known_relevant_inadmissible_rate,joint_label_coverage,candidates_scored
namespace_swap,0.1,5,3767,2451,0.7932421912817552,0.6303704087911673,0.47105410567015027,0.36962959120883265,0.10142451446131744,0.012860449955489992,0.03579717005252446,0.0,0.23695809967726827,1541.968753610136
namespace_swap,0.1,6,3767,2419,0.7984818897617021,0.6238344418169859,0.47476376226187417,0.3761655581830141,0.09859820407885904,0.011735928922942958,0.0359797990232816,0.0,0.23525448067896235,1541.8805607882061
namespace_swap,0.1,7,3767,2418,0.7934125183619911,0.6228784188724352,0.4766548209369883,0.37712158112756483,0.09953323980942343,0.014016435078327037,0.03844815925626659,0.0,0.23404069497686517,1542.1899143705218
namespace_swap,0.1,8,3767,2412,0.7836923380242509,0.6139347122382726,0.48733536537873845,0.3860652877617275,0.10127007761701104,0.014809350391748896,0.03996942158715344,0.0,0.2350057271500977,1541.308123483743
namespace_swap,0.1,9,3767,2334,0.7890243250049139,0.6115352243176401,0.4844190818918337,0.38846477568235993,0.09595430620947366,0.01273435224407749,0.0361495246685387,0.0,0.22719855372851516,1541.1670340655378
namespace_swap,0.2,0,3767,1827,0.698299337102787,0.4812679622683324,0.5990715171579972,0.5187320377316675,0.08033947942632955,0.030246315918347862,0.0867615239550426,0.0,0.2512339390357541,1531.8120796033509
namespace_swap,0.2,1,3767,1846,0.7041841833691412,0.4817907688970725,0.6009971330188488,0.5182092311029274,0.08278790191592096,0.02701674218154061,0.07964748057489363,0.0,0.24076557078804453,1532.0369754546118
namespace_swap,0.2,2,3767,1908,0.7070059215398432,0.49455444143976346,0.5903503750107848,0.5054455585602365,0.08490481645054922,0.027491390650649247,0.07898221284980136,0.0,0.24299665850582985,1531.1602552616628
namespace_swap,0.2,3,3767,1960,0.7124014464457056,0.5009654535038064,0.5848150790723876,0.4990345464961936,0.08578053257619453,0.02411159018443363,0.0800621709618936,0.0,0.24715984976257732,1529.9458084700568
namespace_swap,0.2,4,3767,1869,0.7134219573881679,0.5005717276548793,0.5808901876821861,0.49942827234512077,0.0814619153370667,0.026681363116136135,0.08283526684657538,0.0,0.25402312357644163,1533.0415699051994
namespace_swap,0.2,5,3767,1955,0.7216555976412975,0.5090156146484877,0.577807285468647,0.4909843853515123,0.08682290011713535,0.023784510266276003,0.07750556402996103,0.0,0.2583085890865537,1531.3782279036104
namespace_swap,0.2,6,3767,1850,0.7194395210001907,0.49363378309242184,0.5881611650688883,0.5063662169075782,0.08179494816131103,0.025482950648478834,0.0799905637409558,0.0,0.24662440087735982,1531.8182766596015
